,Air Conditioning,Bathroom,Billiards,Breakfast,Cafe,Comments,Conference Room,Cottages,Dryer,FB meal,Fitness,Garden,Grill/BBQ,HB meal,Hotel name,Jacuzzi,Kid's room,Kitchen,Laundry,Microwave,Min price,Minibar,Parking,Pets allowed,Phone,Playground,Pool,Refrigerator,Restaurant,Room service,SPA,Safe,Stars,Table tennis,Table/Desk,Tennis,Wardrobe,Wi-Fi,Chech in,Chech out
206,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Kechi Holiday House,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
207,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available, Grill/BBQ,not available,Alva Hotel & SPA, Jacuzzi,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
208,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Cascade Hotel,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
209,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Latar Hotel,not available,not available,not available, Laundry,not available,75000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service, SPA,Safe,5, Table tennis,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
210,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Crystal Resort Aghveran,not available,not available,not available,not available,not available,38000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
211,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Arzni N1 Resort,not available,not available,not available,not available,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available, SPA,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 10:00:00,2022-05-02 10:00:00
212,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,HyeLandz Eco Village Resort,not available,not available,not available,not available,not available,34000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
213,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Park Avenue Hotel,not available,not available,not available,not available,not available,17000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 13:00:00,2022-05-02 12:00:00
214,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Plaza Viktoria Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
215,Air Conditioning,Bathroom,not available,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Best Western Plus Paradise Hotel,not available,not available,not available, Laundry,not available,34000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
216,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Mirhav Hotel,not available,not available,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
217,Air Conditioning,Bathroom,not available,Breakfast,not available,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Vayk Hotel,not available,not available,not available, Laundry,not available,12500.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
218,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Ani Hotel,not available,not available,not available,not available,not available,20000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
219,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Jermuk Anush Hotel,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
220,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Dian Hotel,not available,not available,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
221,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,Tufenkian Avan Dzoraget Hotel,not available, Kid's room,not available, Laundry,not available,34400.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
222,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Jupiter  Hotel,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
223,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Nairi Hotel,not available,not available,not available, Laundry,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
224,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Avetis Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
225,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tsovasar Family Rest Complex,not available, Kid's room,not available, Laundry,not available,32000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,0,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
226,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Mimino Guesthouse,not available,not available,not available, Laundry,not available,14000.0,Minibar,Parking,not available,Phone,not available, Pool,not available,not available, Room service,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
227,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Gladzor Cottage,not available, Kid's room,not available,not available,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
228,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden, Grill/BBQ,not available,Diligence Holiday Home,not available,not available,not available, Laundry,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
229,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal, Fitness,not available,not available,not available,Russia Hotel,not available,not available,not available,not available,not available,24500.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
230,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Europe Hotel Yerevan,not available,not available,not available,not available,not available,35000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
231,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Forum Hotel,not available,not available,not available,not available,not available,35000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
232,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Moscow House Hotel,not available,not available,not available,not available,not available,24000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 12:00:00,2022-05-02 12:00:00
233,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden, Grill/BBQ,not available,Mge Cavalier,not available, Kid's room, Kitchen,not available,not available,20000.0,Minibar,Parking,not available,Phone, Playground, Pool, Refrigerator,not available,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
234,Air Conditioning,Bathroom,not available,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Olympia Garden,not available,not available,not available,not available,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
235,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Bass Boutique Hotel, Jacuzzi,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone,not available, Pool,not available, Restaurant, Room service, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
236,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available, Grill/BBQ,not available,Noy Land Resort,not available,not available,not available,not available,not available,32000.0,Minibar,Parking,not available,Phone, Playground,not available, Refrigerator, Restaurant,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
237,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Arpa Hotel,not available,not available,not available,not available,not available,17000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,2,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
238,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,EvMari Guesthouse,not available,not available,not available,not available,not available,10000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
239,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Tufenkian Avan Marak Tsapatagh, Jacuzzi,not available,not available,not available,not available,24000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available,not available,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
240,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Villadzor Apart Hotel,not available,not available,not available,not available,not available,22100.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
241,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Areg Hotel,not available,not available,not available, Laundry,not available,18000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available, Room service, SPA,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
242,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Lori Resort,not available,not available,not available,not available,not available,22000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,1,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 10:00:00,2022-05-02 10:00:00
243,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Christy Hotel,not available,not available,not available,not available,not available,12000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
244,Air Conditioning,Bathroom, Billiards,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Yerevan Hotel,not available,not available,not available,not available,not available,18000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
245,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Berlin Art Hotel,not available,not available,not available,not available,not available,27000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available,not available,Safe,3,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
246,Air Conditioning,Bathroom,not available,Breakfast, Cafe,3,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Haghartsin Hotel,not available, Kid's room,not available, Laundry,not available,30000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
247,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,1,Conference Room, Cottages,Dryer,not available, Fitness,not available,not available,not available,Dilijan Hotel Resort,not available, Kid's room,not available, Laundry,not available,25000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service, SPA,Safe,4, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
248,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Daravand Guesthouse,not available,not available,not available,not available,not available,13000.0,Minibar,Parking,not available,Phone, Playground,not available,not available,not available,not available,not available,Safe,0,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
249,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,0,Conference Room,not available,Dryer,not available, Fitness, Garden,not available,not available,World of Gold Holiday House,not available,not available,not available, Laundry,not available,20000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
250,Air Conditioning,Bathroom, Billiards,Breakfast,not available,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Tsaghkadzor Marriott Hotel,not available,not available,not available,not available,not available,60000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available, SPA,Safe,5,not available,Table/Desk, Tennis,Wardrobe,Wi-Fi,2022-05-02 15:00:00,2022-05-02 12:00:00
251,Air Conditioning,Bathroom, Billiards,Breakfast,not available,4,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Elegant Hotel & Resort,not available,not available,not available,not available,not available,28000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant, Room service,not available,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
252,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Erebuni Hotel,not available,not available,not available,not available,not available,26000.0,Minibar,Parking,not available,Phone,not available,not available,not available, Restaurant,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
253,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer, FB meal,not available,not available,not available,not available,Imperial Palace Hotel,not available,not available,not available, Laundry,not available,45000.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant, Room service, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
254,Air Conditioning,Bathroom,not available,Breakfast,not available,0,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Minotel Barsam Suites Hotel,not available,not available,not available, Laundry,not available,30000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
255,Air Conditioning,Bathroom, Billiards,Breakfast,not available,2,Conference Room,not available,Dryer,not available,not available, Garden,not available,not available,Park Resort Aghveran,not available, Kid's room,not available,not available,not available,22500.0,Minibar,Parking,not available,Phone, Playground,not available,not available, Restaurant,not available,not available,Safe,0, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
256,Air Conditioning,Bathroom,not available,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available, Fitness,not available,not available,not available,Paris Hotel,not available,not available,not available,not available,not available,37000.0,Minibar,Parking,not available,Phone,not available,not available,not available,not available,not available, SPA,Safe,4,not available,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
257,Air Conditioning,Bathroom, Billiards,Breakfast, Cafe,1,Conference Room,not available,Dryer,not available,not available,not available,not available,not available,Aliq Hotel,not available, Kid's room,not available,not available,not available,15000.0,Minibar,Parking,not available,Phone, Playground, Pool,not available, Restaurant,not available,not available,Safe,3, Table tennis,Table/Desk,not available,Wardrobe,Wi-Fi,2022-05-02 14:00:00,2022-05-02 12:00:00
